"","Date","count","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","humidity","windSpeed","windBearing","visibility","cloudCover","pressure","precipIntensityMaxTime","precipType"
"325","2013-11-21",1252.5,1385020800,"Clear throughout the day.","clear-day",1385047529,1385080095,0.64,0,0,0,33.75,1385046000,43.69,1385074800,26.43,1385028000,38.96,1385074800,27.27,0.65,7.07,13,9.92,0,1036.95,NA,NA
"326","2013-11-22",1165,1385107200,"Clear throughout the day.","clear-day",1385134014,1385166442,0.67,0,0,0,35.25,1385132400,44.79,1385164800,26.83,1385132400,40.35,1385164800,28.78,0.65,8.04,0,9.97,0,1035.5,NA,NA
"327","2013-11-23",605,1385193600,"Clear throughout the day.","clear-day",1385220498,1385252792,0.71,0.002,0.0475,0.59,36.69,1385211600,48.18,1385247600,28.35,1385215200,43.48,1385247600,33.74,0.74,7.22,0,9.38,0,1027.09,1385244000,"rain"
"328","2013-11-24",570.5,1385280000,"Clear throughout the day.","clear-day",1385306981,1385339145,0.74,0,0,0,36.09,1385305200,48.48,1385334000,31.95,1385301600,46.46,1385334000,35.98,0.81,3.91,2,7.73,0,1023.28,NA,NA
"329","2013-11-25",1304.5,1385366400,"Clear throughout the day.","clear-day",1385393463,1385425500,0.77,0,0,0,36.79,1385391600,50.55,1385416800,32.72,1385388000,50.55,1385416800,35.96,0.79,1.42,144,6.06,0,1025.89,NA,NA
"330","2013-11-26",1270.5,1385452800,"Foggy in the morning.","fog",1385479944,1385511857,0.81,0,0,0,37.19,1385485200,50.34,1385517600,32.48,1385485200,50.34,1385517600,37.12,0.79,4.7,161,6.21,0,1022.41,NA,NA
"331","2013-11-27",1125.5,1385539200,"Clear throughout the day.","clear-day",1385566424,1385598217,0.84,0,0,0,43.71,1385622000,51.39,1385593200,41.86,1385571600,51.39,1385593200,37.38,0.68,3.61,5,9.55,0,1016.94,NA,NA
"332","2013-11-28",291,1385625600,"Foggy until afternoon.","fog",1385652902,1385684580,0.88,2e-04,0.0041,0.41,38.46,1385654400,43.42,1385679600,35.36,1385654400,43.42,1385679600,37.14,0.86,2.68,163,2.89,0,1019.69,1385683200,"rain"
"333","2013-11-29",502,1385712000,"Clear throughout the day.","clear-day",1385739379,1385770945,0.91,2e-04,0.0059,0.59,41.04,1385712000,47.89,1385794800,38.32,1385715600,44.11,1385794800,39.22,0.8,4.15,169,7.42,NA,1024.97,1385776800,"rain"
"334","2013-11-30",432.5,1385798400,"Light rain overnight.","rain",1385825855,1385857313,0.94,0.0032,0.0381,1,46.62,1385812800,51.25,1385856000,41.23,1385812800,51.25,1385856000,41.22,0.75,11.72,171,9.69,NA,1024.97,1385877600,"rain"
"335","2013-12-01",340.5,1385884800,"Partly cloudy in the morning.","partly-cloudy-day",1385912329,1385943684,0.98,0.0018,0.0141,1,46.69,1385967600,54.37,1385910000,45.7,1385967600,54.37,1385910000,39.77,0.63,12.32,198,9.29,NA,1011.71,1385899200,"rain"
"336","2013-12-02",1141.5,1385971200,"Light rain in the evening.","rain",1385998802,1386030057,0.01,0.0044,0.0397,1,37.28,1386043200,45.87,1385971200,33.24,1.386e+09,44.82,1385971200,31.25,0.69,3.68,184,9.61,0,1013.41,1386039600,"rain"
"337","2013-12-03",1105.5,1386057600,"Clear throughout the day.","clear-day",1386085272,1386116433,0.04,6e-04,0.01,1,33.86,1386140400,40.19,1386100800,27.04,1386086400,33.87,1386100800,24.82,0.61,10.17,352,9.95,0,1024.01,1386061200,"rain"
"338","2013-12-04",1039,1386144000,"Clear throughout the day.","clear-day",1386171741,1386202812,0.08,0,0,0,28.32,1386169200,37.92,1386194400,21.06,1386169200,35.02,1386194400,25.24,0.73,3.5,39,9.89,0,1027.29,NA,NA
"339","2013-12-05",969,1386230400,"Clear throughout the day.","clear-day",1386258209,1386289193,0.11,0,0,0,27.92,1386259200,33.55,1386284400,21.65,1386259200,33.55,1386284400,20.1,0.66,3.92,129,9.67,0,1025.06,NA,NA
"340","2013-12-06",847,1386316800,"Clear throughout the day.","clear-day",1386344674,1386375578,0.15,0,0,0,26.6,1386396000,33.71,1386367200,17.78,1386399600,25.04,1386367200,8.08,0.4,5.85,61,10,0,1022.67,NA,NA
"341","2013-12-07",295.5,1386403200,"Clear throughout the day.","clear-day",1386431138,1386461965,0.18,0,0,0,22.44,1386486000,30.75,1386460800,12.15,1386435600,24.06,1386460800,9.62,0.5,6.41,23,9.95,0,1028.01,NA,NA
"342","2013-12-08",236.5,1386489600,"Clear throughout the day.","clear-day",1386517599,1386548355,0.21,0,0,0,21.1,1386500400,32.37,1386547200,13.46,1386496800,32.37,1386547200,14.89,0.6,3.32,138,9.91,0,1033.39,NA,NA
"343","2013-12-09",896.5,1386576000,"Clear throughout the day.","clear-day",1386604059,1386634748,0.25,0,0,0,24.45,1386590400,35.05,1386633600,17.02,1386594000,31.32,1386633600,19.28,0.65,4.29,154,9.6,NA,1034.79,NA,NA
"344","2013-12-10",935,1386662400,"Clear throughout the day.","clear-day",1386690516,1386721144,0.28,0,0,0,33.01,1386662400,39.87,1386720000,27.99,1386666000,37.16,1386720000,29.32,0.75,3.83,164,9.15,NA,1031.97,NA,NA
"345","2013-12-11",1068,1386748800,"Foggy overnight.","fog",1386776971,1386807542,0.32,9e-04,0.0219,1,32.5,1386766800,40.71,1386802800,28.6,1386777600,38.91,1386802800,32.5,0.85,1.89,177,6.79,0,1026.66,1386806400,"rain"
"346","2013-12-12",967,1386835200,"Rain starting in the afternoon, continuing until evening.","rain",1386863424,1386893944,0.35,0.0048,0.0641,1,34.97,1386849600,43.21,1386892800,27.27,1386860400,39.85,1386892800,35.62,0.88,8.26,163,4.37,NA,1019.7,1386889200,"rain"
"347","2013-12-13",884.5,1386921600,"Clear throughout the day.","clear-day",1386949875,1386980348,0.38,0.0018,0.0337,1,42.74,1386921600,49.05,1386982800,37,1386925200,45.92,1386982800,40.59,0.81,7.48,178,5.99,NA,1026.6,1386921600,"rain"
"348","2013-12-14",442,1387008000,"Clear throughout the day.","clear-day",1387036323,1387066755,0.42,0,0,0,44.96,1387040400,49.05,1387080000,40.22,1387040400,44.62,1387080000,43.18,0.86,9.45,166,9.68,0,1028.82,NA,NA
"349","2013-12-15",377.5,1387094400,"Light rain overnight.","rain",1387122769,1387153166,0.45,0.0012,0.0181,1,47.05,1387108800,51.25,1387148400,41.52,1387098000,51.25,1387148400,44.74,0.86,6.75,179,9.29,NA,1028.78,1387177200,"rain"
"350","2013-12-16",1250,1387180800,"Foggy in the evening.","fog",1387209213,1387239579,0.48,0.0013,0.0303,1,41.71,1387256400,48.15,1387231200,40.23,1387252800,48.15,1387231200,42.55,0.88,1.87,149,7.72,NA,1030.38,1387180800,"rain"
"351","2013-12-17",1116,1387267200,"Clear throughout the day.","clear-day",1387295654,1387325995,0.52,0,0,0,40.39,1387292400,45.64,1387342800,35.93,1387288800,40.74,1387342800,38.59,0.86,4.76,183,6.51,NA,1022.25,NA,NA
"352","2013-12-18",1085.5,1387353600,"Clear throughout the day.","clear-day",1387382092,1387412413,0.55,0.0016,0.03,1,39.27,1387436400,45.33,1387400400,32.33,1387436400,39.27,1387400400,36.55,0.78,3.65,351,9.22,NA,1019.48,1387396800,"rain"
"353","2013-12-19",1037.5,1387440000,"Clear throughout the day.","clear-day",1387468528,1387498835,0.59,0,0,0,34.96,1387522800,39.65,1387490400,27.87,1387465200,39.65,1387490400,30.19,0.76,3.49,348,9.5,0,1025.15,NA,NA
"354","2013-12-20",369.5,1387526400,"Light rain in the morning and overnight.","rain",1387554961,1387585259,0.62,0.0042,0.02,1,32.44,1387548000,44.62,1387605600,23.62,1387555200,41.6,1387605600,33.33,0.84,8.62,163,5.38,NA,1013.51,1387609200,"rain"
"355","2013-12-21",260,1387612800,"Light rain in the evening.","rain",1387641391,1387671687,0.65,0.0071,0.0259,1,41.71,1387645200,45.88,1387670400,37.04,1387638000,45.88,1387670400,40.94,0.91,2.4,0,4.97,NA,1018.37,1387677600,"rain"
"356","2013-12-22",200,1387699200,"Light rain until evening.","rain",1387727819,1387758117,0.69,0.0092,0.0219,1,45.21,1387706400,50.32,1387782000,41.67,1387717200,50.32,1387782000,45.14,0.91,6.41,163,3.49,NA,1024.23,1387764000,"rain"
"357","2013-12-23",708.5,1387785600,"Windy in the morning.","wind",1387814244,1387844549,0.72,8e-04,0.0059,0.59,45,1387868400,53.09,1387828800,40.69,1387868400,53.09,1387828800,42.79,0.78,9.71,175,9.06,NA,1024.95,1387814400,"rain"
"358","2013-12-24",541,1387872000,"Clear throughout the day.","clear-day",1387900667,1387930985,0.76,0,0,0,39.82,1387954800,46.96,1387922400,36.71,1387951200,45.78,1387922400,38.42,0.83,0.59,41,9.78,0,1035.67,NA,NA
"359","2013-12-25",185.5,1387958400,"Foggy in the morning.","fog",1387987086,1388017423,0.79,0,0,0,34.1,1387983600,42.26,1388012400,30.44,1387983600,42.26,1388012400,34.98,0.89,0.73,115,5.87,0,1031.83,NA,NA
"360","2013-12-26",595,1388044800,"Foggy throughout the day.","fog",1388073503,1388103863,0.82,0,0,0,37.12,1388073600,42.95,1388102400,31.86,1388077200,42.95,1388102400,36.25,0.91,2.51,182,3.51,0,1027.12,NA,NA
"361","2013-12-27",533,1388131200,"Foggy in the morning.","fog",1388159917,1388190307,0.86,9e-04,0.0178,0.59,35.19,1388156400,46.6,1388188800,29.15,1388160000,46.6,1388188800,38.83,0.92,4.96,157,4.78,NA,1023.41,1388178000,"rain"
"362","2013-12-28",437.5,1388217600,"Foggy overnight.","fog",1388246328,1388276753,0.89,0,0,0,40.64,1388300400,46.64,1388271600,39.61,1388286000,45.16,1388271600,41.33,0.9,1.07,315,6.07,0,1032.46,NA,NA
"363","2013-12-29",342,1388304000,"Foggy in the morning.","fog",1388332736,1388363201,0.92,0,0,0,37.74,1388325600,43.71,1388358000,34.09,1388340000,43.71,1388358000,38.01,0.9,2.72,143,4.65,NA,1029.84,NA,NA
"364","2013-12-30",861,1388390400,"Foggy in the morning.","fog",1388419142,1388449652,0.96,0,0,0,40.72,1388404800,45.94,1388462400,38.12,1388426400,44.34,1388462400,39.55,0.88,2.26,172,6.5,NA,1023.18,NA,NA
"365","2013-12-31",709.5,1388476800,"Clear throughout the day.","clear-day",1388505545,1388536105,0.99,0.0021,NA,NA,44.61,1388494800,46.05,1388505600,39.6,1388494800,NA,NA,41.38,0.86,4.97,174,6.7,NA,1024.47,NA,"rain"
