"","Date","count","time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipProbability","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","dewPoint","humidity","windSpeed","windBearing","visibility","cloudCover","pressure","precipIntensityMaxTime","precipType"
"1","2013-01-01",339,1357027200,"Clear throughout the day.","clear-day",1357055944,1357086575,0.67,0,0,0,34.19,1357084800,46.02,1357106400,27.84,1357070400,42.5,1357106400,31.83,0.8,1.26,12,9.1,0.03,1027.26,NA,NA
"2","2013-01-02",917.5,1357113600,"Clear throughout the day.","clear-day",1357142340,1357173033,0.7,0,0,0,34.19,1357142400,46.02,1357164000,27.84,1357128000,42.5,1357164000,28.23,0.69,1.68,148,9.17,0.07,1025.42,NA,NA
"3","2013-01-03",901.5,1357200000,"Light rain in the evening.","rain",1357228733,1357259494,0.73,0.005,0.0519,1,32.75,1357225200,45.26,1357254000,27.07,1357228800,39.57,1357254000,26.76,0.64,5.5,163,9.57,0.3,1021.06,1357268400,"rain"
"4","2013-01-04",856,1357286400,"Mostly cloudy throughout the day.","partly-cloudy-day",1357315124,1357345957,0.77,0.0034,0.02,1,37.73,1357286400,49.92,1357336800,32.26,1357293600,47.86,1357336800,41.84,0.91,5.38,158,8.44,0.82,1023.97,1357290000,"rain"
"5","2013-01-05",359.5,1357372800,"Light rain in the evening.","rain",1357401512,1357432421,0.8,0.0032,0.0419,1,42.74,1357455600,45.55,1357430400,36.88,1357452000,43.26,1357430400,37.24,0.76,6,161,9.46,0.92,1021.3,1357452000,"rain"
"6","2013-01-06",353,1357459200,"Light rain overnight.","rain",1357487897,1357518888,0.84,0.0013,0.01,1,41.46,1357473600,47.24,1357516800,34.83,1357473600,42.53,1357516800,40.05,0.87,10.17,175,9.73,0.96,1020.12,1357542000,"rain"
"7","2013-01-07",946.5,1357545600,"Windy in the morning.","wind",1357574279,1357605357,0.87,0.002,0.0141,1,41.89,1357545600,51.16,1357599600,35.95,1357545600,51.16,1357599600,44.2,0.89,12.14,179,9.36,0.98,1014.42,1357549200,"rain"
"8","2013-01-08",789,1357632000,"Windy in the evening, with rain until afternoon, starting again overnight.","rain",1357660658,1357691828,0.9,0.0143,0.0778,1,42.66,1357668000,53.2,1357704000,37.99,1357671600,53.2,1357704000,44.71,0.89,11.72,176,7.29,1,1014.35,1357714800,"rain"
"9","2013-01-09",673.5,1357718400,"Rain in the morning.","rain",1357747035,1357778300,0.94,0.0488,0.1856,1,37.46,1357754400,51.16,1357718400,29.07,1357754400,51.16,1357718400,40.01,0.9,8.67,181,8.54,1,1009.11,1357729200,"rain"
"10","2013-01-10",905,1357804800,"Mostly cloudy throughout the day.","partly-cloudy-day",1357833409,1357864774,0.97,2e-04,0.0041,0.41,36.38,1357887600,39.44,1357866000,32.01,1357880400,35.45,1357866000,34.38,0.87,3.22,260,9.06,0.9,1017.8,1357858800,"rain"
"11","2013-01-11",785,1357891200,"Overcast in the morning.","partly-cloudy-night",1357919780,1357951250,0.01,0,0,0,31.41,1357923600,37.49,1357948800,24.21,1357927200,37.49,1357948800,26.49,0.74,3.52,30,7.07,0.36,1024.78,NA,NA
"12","2013-01-12",338.5,1357977600,"Partly cloudy in the morning.","partly-cloudy-day",1358006149,1358037727,0.04,0,0,0,29.08,1358002800,37.03,1358031600,25.08,1357977600,31.45,1358031600,25.8,0.77,2.11,81,9.24,0.18,1028.91,NA,NA
"13","2013-01-13",279.5,1358064000,"Mostly cloudy in the evening.","partly-cloudy-night",1358092515,1358124206,0.07,0,0,0,27.04,1358092800,37.09,1358121600,21.25,1358092800,37.09,1358121600,25.49,0.78,2.17,154,9.57,0.31,1031.96,NA,NA
"14","2013-01-14",934.5,1358150400,"Mostly cloudy throughout the day.","partly-cloudy-day",1358178878,1358210686,0.11,0,0,0,32.05,1358150400,39.4,1358208000,26.52,1358150400,35.87,1358208000,28.89,0.78,4.49,170,9.58,0.94,1033.55,NA,NA
"15","2013-01-15",1033,1358236800,"Mostly cloudy in the morning.","partly-cloudy-night",1358265239,1358297168,0.14,0,0,0,36.24,1358258400,42.64,1358290800,33.33,1358316000,39.92,1358290800,32.71,0.79,2.32,355,9.79,0.44,1038.44,NA,NA
"16","2013-01-16",975,1358323200,"Foggy in the morning.","fog",1358351597,1358383651,0.17,0,0,0,32.02,1358352000,42.26,1358377200,29.04,1358344800,37.95,1358377200,32.41,0.84,3.54,21,5.86,0.33,1036.71,NA,NA
"17","2013-01-17",888.5,1358409600,"Foggy throughout the day.","fog",1358437953,1358470135,0.21,0,0,0,33.04,1358438400,38.6,1358467200,25.99,1358416800,38.6,1358467200,34.08,0.95,0.83,90,1.82,0.81,1030.23,NA,NA
"18","2013-01-18",792.5,1358496000,"Foggy until afternoon.","fog",1358524307,1358556621,0.24,0,0,0,33.89,1358578800,38.26,1358550000,29.76,1358524800,32.96,1358550000,34.79,0.97,1.65,35,2.41,1,1026.43,NA,NA
"19","2013-01-19",380,1358582400,"Foggy in the morning.","fog",1358610657,1358643107,0.28,0,0,0,33.35,1358586000,37.03,1358640000,29.72,1358632800,32.82,1358640000,34.14,0.96,4.14,20,2.75,0.97,1028.39,NA,NA
"20","2013-01-20",400.5,1358668800,"Foggy in the evening.","fog",1358697006,1358729595,0.31,0,0,0,34.04,1358690400,40.32,1358726400,28.11,1358676000,36.2,1358726400,35.71,0.96,4.95,20,2.06,0.96,1027.66,NA,NA
"21","2013-01-21",638,1358755200,"Foggy until afternoon.","fog",1358783352,1358816083,0.34,0,0,0,32.57,1358838000,37.7,1358812800,28.94,1358838000,37.7,1358812800,34.56,0.97,1.56,101,1.92,0.94,1023.18,NA,NA
"22","2013-01-22",982.5,1358841600,"Foggy in the morning.","fog",1358869696,1358902573,0.38,0.0022,0.0519,1,31.69,1358845200,40.36,1358899200,26.83,1358859600,38.16,1358899200,34.49,0.94,2.7,148,3.19,0.54,1017.54,1358899200,"rain"
"23","2013-01-23",883.5,1358928000,"Light rain starting in the afternoon, continuing until evening.","rain",1358956037,1358989063,0.41,0.0047,0.0378,1,39.58,1358931600,44.44,1358967600,34.93,1358935200,40.76,1358967600,37.03,0.81,5.92,172,8.82,0.97,1013.85,1358982000,"rain"
"24","2013-01-24",977.5,1359014400,"Rain in the evening.","rain",1359042377,1359075554,0.45,0.0058,0.06,1,39.59,1359043200,46.83,1359072000,35.23,1359043200,42.73,1359072000,39.09,0.87,5.73,177,9.31,0.73,1020.71,1359079200,"rain"
"25","2013-01-25",930.5,1359100800,"Mostly cloudy throughout the day.","partly-cloudy-day",1359128714,1359162045,0.48,0.0021,0.0181,1,42.95,1359104400,50.02,1359158400,38.13,1359104400,50.02,1359158400,43.33,0.89,6.18,171,8.32,0.76,1016.25,1359108000,"rain"
"26","2013-01-26",272,1359187200,"Light rain in the morning and in the evening.","rain",1359215049,1359248538,0.51,0.0037,0.0359,1,41.51,1359216000,46.2,1359241200,35.63,1359208800,40.4,1359241200,39.19,0.85,9.09,192,9.46,0.95,1013.89,1359205200,"rain"
"27","2013-01-27",321.5,1359273600,"Overcast throughout the day.","partly-cloudy-day",1359301382,1359335030,0.55,0.0022,0.0341,1,41.23,1359356400,43.16,1359316800,34.89,1359327600,36.54,1359316800,38.41,0.87,9.03,191,9.7,1,1016.88,1359331200,"rain"
"28","2013-01-28",854,1359360000,"Light rain starting in the afternoon.","rain",1359387712,1359421524,0.58,0.0081,0.0422,1,40.23,1359374400,44.24,1359417600,34.69,1359374400,41.34,1359417600,39.62,0.91,6.09,170,9.07,0.91,1017.67,1359428400,"rain"
"29","2013-01-29",894.5,1359446400,"Light rain starting in the afternoon.","rain",1359474041,1359508017,0.61,0.0091,0.0378,1,43.23,1359453600,48.16,1359511200,37.93,1359457200,43.44,1359511200,44.34,0.95,7.48,165,8.86,1,1024.5,1359525600,"rain"
"30","2013-01-30",880,1359532800,"Foggy until afternoon.","fog",1359560368,1359594512,0.65,0.0043,0.0237,1,45.16,1359532800,48.86,1359590400,39.43,1359532800,46.38,1359590400,46.08,0.96,6.19,167,4.85,1,1028.11,1359532800,"rain"
"31","2013-01-31",960.5,1359619200,"Light rain in the morning and in the evening.","rain",1359646693,1359681006,0.68,0.0036,0.0259,1,46.82,1359630000,50.09,1359669600,41.86,1359658800,50.09,1359669600,45.92,0.93,7.49,173,8.23,0.97,1027.83,1359658800,"rain"
"32","2013-02-01",1054,1359705600,"Overcast until afternoon.","partly-cloudy-day",1359733015,1359767501,0.72,9e-04,0.0081,0.59,44.78,1359788400,48.26,1359766800,39.85,1359788400,45.96,1359766800,44.85,0.94,4.84,357,8.25,0.72,1028.84,1359712800,"rain"
"33","2013-02-02",566.5,1359792000,"Foggy in the morning.","fog",1359819336,1359853996,0.75,0,0,0,39.84,1359871200,44.17,1359849600,35.73,1359820800,40.8,1359849600,40.49,0.95,2.57,15,5.54,1,1026.85,NA,NA
"34","2013-02-03",434,1359878400,"Light rain in the morning and in the evening.","rain",1359905656,1359940491,0.78,0.0032,0.0259,1,39.12,1359882000,48.41,1359936000,35.05,1359882000,45.5,1359936000,42.17,0.93,7.3,165,7.9,0.96,1024.94,1359946800,"rain"
"35","2013-02-04",1144,1359964800,"Mostly cloudy throughout the day.","partly-cloudy-day",1359991973,1360026986,0.82,4e-04,0.01,1,45.05,1359968400,49.75,1360015200,40.58,1359982800,48.39,1360015200,42.33,0.84,5.82,170,9.92,0.9,1019.1,1360022400,"rain"
"36","2013-02-05",1006,1360051200,"Breezy overnight, with light rain until evening.","rain",1360078289,1360113482,0.85,0.0051,0.0341,1,45.5,1360076400,49.87,1360098000,39.02,1360134000,45.04,1360098000,42.37,0.84,11.97,179,9.59,0.9,1011.74,1360072800,"rain"
"37","2013-02-06",997.5,1360137600,"Rain in the evening.","rain",1360164602,1360199978,0.89,0.0024,0.0259,1,44.5,1360166400,50.25,1360188000,37.9,1360166400,50.25,1360188000,40.92,0.81,10.27,173,9.88,0.94,1014.7,1360198800,"rain"
"38","2013-02-07",1093.5,1360224000,"Windy in the morning.","wind",1360250915,1360286473,0.92,0.0032,0.0541,1,41.96,1360306800,48.07,1360281600,34.9,1360238400,48.07,1360281600,37.52,0.75,6.98,189,9.98,0.43,1016.21,1360231200,"rain"
"39","2013-02-08",1080.5,1360310400,"Overcast throughout the day.","partly-cloudy-day",1360337225,1360372969,0.95,0,0,0,39.79,1360335600,44.71,1360371600,33.4,1360317600,42.31,1360371600,37.73,0.84,4.56,345,9.91,0.9,1025.14,NA,NA
"40","2013-02-09",557,1360396800,"Overcast throughout the day.","partly-cloudy-day",1360423534,1360459464,0.99,2e-04,0.0059,0.59,40.94,1360422000,45.32,1360447200,37.74,1360425600,45.32,1360447200,39.08,0.86,0.36,331,8.87,0.96,1025.87,1360465200,"rain"
"41","2013-02-10",656,1360483200,"Foggy in the morning.","fog",1360509842,1360545960,0.02,0,0,0,37.73,1360515600,44.4,1360540800,37.73,1360515600,44.4,1360540800,39.16,0.89,1.44,324,7.6,0.78,1028.08,NA,NA
"42","2013-02-11",1072.5,1360569600,"Overcast throughout the day.","partly-cloudy-day",1360596148,1360632455,0.05,2e-04,0.0059,0.59,42.01,1360598400,47.9,1360627200,38.65,1360598400,43.76,1360627200,40.35,0.85,3.11,190,8.98,1,1027.71,1360580400,"rain"
"43","2013-02-12",1052.5,1360656000,"Overcast throughout the day.","partly-cloudy-day",1360682453,1360718950,0.09,0,0,0,44.98,1360670400,50.82,1360717200,41.75,1360663200,50.82,1360717200,45.1,0.92,7.82,186,8.34,1,1027.86,NA,NA
"44","2013-02-13",1033,1360742400,"Overcast throughout the day.","partly-cloudy-day",1360768756,1360805445,0.12,2e-04,0.0041,0.41,45.36,1360785600,49.16,1360746000,41.79,1360782000,46.77,1360746000,43.19,0.87,3.08,187,9.85,0.95,1030.11,1360821600,"rain"
"45","2013-02-14",942,1360828800,"Light rain in the morning.","rain",1360855057,1360891940,0.16,9e-04,0.01,1,44.05,1360857600,49.6,1360886400,39.51,1360857600,49.6,1360886400,43.96,0.92,3.85,172,9.78,0.96,1034.08,1360854000,"rain"
"46","2013-02-15",1152,1360915200,"Foggy in the morning.","fog",1360941358,1360978435,0.19,0,0,0,42.74,1360944000,51.29,1360976400,39.09,1360947600,51.29,1360976400,44.23,0.92,5.62,354,7.33,0.47,1029.16,NA,NA
"47","2013-02-16",508.5,1361001600,"Mostly cloudy throughout the day.","partly-cloudy-day",1361027657,1361064929,0.22,0,0,0,42.54,1361008800,51.09,1361048400,37.19,1361012400,51.09,1361048400,42.33,0.87,5.38,172,9.67,0.76,1021.42,NA,NA
"48","2013-02-17",434.5,1361088000,"Overcast throughout the day.","partly-cloudy-day",1361113955,1361151424,0.26,0,0,0,41.27,1361120400,45.32,1361145600,35.68,1361120400,42.22,1361145600,36.87,0.79,5.43,170,10,0.98,1022.9,NA,NA
"49","2013-02-18",740.5,1361174400,"Mostly cloudy throughout the day.","partly-cloudy-day",1361200252,1361237917,0.29,3e-04,0.0081,0.41,40.22,1361196000,46.63,1361232000,37.56,1361210400,42.84,1361232000,37.75,0.82,5.08,175,9.97,0.84,1014.02,1361228400,"rain"
"50","2013-02-19",1293,1361260800,"Mostly cloudy until afternoon.","partly-cloudy-day",1361286547,1361324411,0.33,8e-04,0.0181,1,40.34,1361275200,48.02,1361314800,36.34,1361275200,43.7,1361314800,36.85,0.77,5.69,343,9.93,0.52,1010.5,1361318400,"rain"
"51","2013-02-20",1108.5,1361347200,"Light rain in the evening.","rain",1361372841,1361410905,0.36,0.0023,0.03,1,38.3,1361368800,44.98,1361401200,33.51,1361372400,40.5,1361401200,37.99,0.88,6.06,166,9.65,0.91,1016.92,1361412000,"rain"
"52","2013-02-21",945.5,1361433600,"Windy until afternoon.","wind",1361459135,1361497398,0.39,0.0015,0.0259,1,40.78,1361440800,44.82,1361498400,34.2,1361473200,40.43,1361498400,40.16,0.89,10.93,188,9.84,1,1017.31,1361491200,"rain"
"53","2013-02-22",680,1361520000,"Windy starting in the afternoon, continuing until evening, with rain until afternoon.","rain",1361545427,1361583890,0.43,0.0112,0.0619,1,40.66,1361599200,47.31,1361577600,33.06,1361595600,40.48,1361577600,39.82,0.86,16.32,190,9,0.78,1011.33,1361559600,"rain"
"54","2013-02-23",563,1361606400,"Overcast throughout the day.","partly-cloudy-day",1361631718,1361670383,0.46,0,0,0,40.37,1361613600,48.41,1361660400,34.74,1361610000,48.41,1361660400,36.43,0.76,5.23,158,10,0.98,1021.29,NA,NA
"55","2013-02-24",561,1361692800,"Light rain overnight.","rain",1361718008,1361756875,0.5,2e-04,0.0059,0.59,42,1361707200,48.13,1361750400,35.75,1361707200,42.54,1361750400,36.39,0.72,12.25,178,10,0.97,1024.62,1361775600,"rain"
"56","2013-02-25",1043,1361779200,"Overcast in the morning.","partly-cloudy-night",1361804297,1361843367,0.53,0.0049,0.0437,1,40.68,1361862000,50.64,1361833200,34,1361862000,50.64,1361833200,36.14,0.72,12.3,197,9.84,0.56,1018.03,1361782800,"rain"
"57","2013-02-26",1248.5,1361865600,"Light rain overnight.","rain",1361890585,1361929858,0.56,2e-04,0.0059,0.59,40.5,1361880000,47.82,1361923200,34.49,1361869200,44.38,1361923200,35.21,0.72,9.97,177,10,0.99,1025.73,1361923200,"rain"
"58","2013-02-27",1167,1361952000,"Rain in the evening.","rain",1361976873,1362016349,0.6,0.0088,0.0619,1,42.06,1361973600,47.56,1362009600,35.97,1361959200,44.58,1362009600,41.34,0.89,2.78,187,9,0.84,1025.19,1362020400,"rain"
"59","2013-02-28",879.5,1362038400,"Rain in the morning and overnight.","rain",1362063159,1362102840,0.63,0.0095,0.0441,1,43.71,1362060000,53.66,1362096000,40.4,1362049200,53.66,1362096000,46.44,0.95,6.65,160,9.01,1,1024.35,1362049200,"rain"
"60","2013-03-01",922.5,1362124800,"Light rain in the morning.","rain",1362149445,1362189330,0.66,0.0063,0.0559,1,51.14,1362128400,56.17,1362175200,51.14,1362128400,56.17,1362175200,49.47,0.87,12.06,183,9.06,1,1026.87,1362128400,"rain"
"61","2013-03-02",616.5,1362211200,"Light rain in the evening.","rain",1362235730,1362275821,0.7,0.0038,0.0325,1,41.25,1362294000,54.41,1362254400,37.32,1362294000,54.41,1362254400,46.4,0.88,7.6,158,9.61,0.91,1021.87,1362283200,"rain"
"62","2013-03-03",845,1362297600,"Partly cloudy until afternoon.","partly-cloudy-day",1362322014,1362362310,0.73,8e-04,0.0119,0.59,37.64,1362322800,49.3,1362355200,31.59,1362322800,49.3,1362355200,35.76,0.78,2.29,137,10,0.27,1025.09,1362297600,"rain"
"63","2013-03-04",1395.5,1362384000,"Clear throughout the day.","clear-day",1362408298,1362448800,0.77,0,0,0,34.68,1362409200,52.32,1362445200,28.73,1362409200,52.32,1362445200,32.68,0.68,4.82,25,10,0.08,1020.94,NA,NA
"64","2013-03-05",1199,1362470400,"Overcast throughout the day.","partly-cloudy-day",1362494580,1362535289,0.8,0.0021,0.05,1,42.62,1362484800,48.32,1362524400,39.62,1362553200,48.32,1362524400,36.23,0.71,4.29,327,9.87,0.83,1010.28,1362528000,"rain"
"65","2013-03-06",1020.5,1362556800,"Rain throughout the day.","rain",1362580863,1362621778,0.83,0.0147,0.0619,1,41.75,1362621600,44.91,1362614400,36.53,1362639600,44.91,1362614400,41.01,0.91,5.15,350,8.94,0.91,1005.89,1362621600,"rain"
"66","2013-03-07",1075,1362643200,"Light rain in the morning.","rain",1362667144,1362708266,0.87,0.0113,0.0559,1,42.45,1362643200,50.64,1362700800,38.54,1362643200,50.64,1362700800,41.94,0.87,2.74,184,9.37,0.77,1016.94,1362650400,"rain"
"67","2013-03-08",1369.5,1362729600,"Mostly cloudy in the morning.","partly-cloudy-day",1362753425,1362794754,0.9,0,0,0,39.06,1362758400,50.71,1362787200,35.24,1362758400,50.71,1362787200,40.18,0.87,4.86,357,8.92,0.44,1020.67,NA,NA
"68","2013-03-09",1215,1362816000,"Clear throughout the day.","clear-day",1362839706,1362881242,0.94,2e-04,0.0041,0.41,36.65,1362841200,52.39,1362877200,34.71,1362848400,52.39,1362877200,39.59,0.86,0.92,51,9.56,0.12,1029.5,1362873600,"rain"
"69","2013-03-10",523,1362898800,"Overcast throughout the day.","partly-cloudy-day",1362925986,1362967730,0.97,6e-04,0.0059,0.59,40.97,1362913200,47.56,1362960000,36.85,1362927600,45.82,1362960000,40.76,0.89,3.08,162,9.85,0.8,1031.88,1362970800,"rain"
"70","2013-03-11",1125,1362985200,"Light rain in the evening.","rain",1363012266,1363054217,0,0.0017,0.0241,1,43.67,1363014000,50.56,1363046400,41.43,1363010400,50.56,1363046400,43.76,0.9,2.52,155,8.65,0.89,1028.06,1363053600,"rain"
"71","2013-03-12",990,1363071600,"Overcast throughout the day.","partly-cloudy-day",1363098545,1363140704,0.04,5e-04,0.0041,0.41,48.55,1363071600,54.3,1363118400,43.79,1363071600,54.3,1363118400,49.18,0.91,13.59,178,8.85,1,1019.62,1363150800,"rain"
"72","2013-03-13",947,1363158000,"Light rain until afternoon.","rain",1363184824,1363227191,0.07,0.005,0.0359,1,50.03,1363183200,52.93,1363226400,50.03,1363183200,52.93,1363226400,49.29,0.92,11.3,170,9.35,0.95,1021.16,1363204800,"rain"
"73","2013-03-14",1101,1363244400,"Light rain in the evening.","rain",1363271103,1363313678,0.1,0.0018,0.0141,1,48.71,1363327200,54.01,1363305600,44.54,1363323600,54.01,1363305600,48.13,0.9,8.28,169,8.3,0.87,1018.75,1363316400,"rain"
"74","2013-03-15",1177.5,1363330800,"Overcast throughout the day.","partly-cloudy-day",1363357381,1363400164,0.14,4e-04,0.01,1,48.71,1363330800,55.9,1363388400,43.48,1363334400,55.9,1363388400,49.08,0.91,9.14,176,9.65,1,1021.75,1363330800,"rain"
"75","2013-03-16",531.5,1363417200,"Windy starting in the afternoon, continuing until evening, with rain in the afternoon.","rain",1363443659,1363486650,0.17,0.0029,0.0544,1,41.66,1363500000,49.32,1363417200,35.35,1363496400,46.54,1363417200,42.78,0.84,11.36,199,9.63,0.88,1016.32,1363464000,"rain"
"76","2013-03-17",647.5,1363503600,"Mostly cloudy throughout the day.","partly-cloudy-day",1363529937,1363573136,0.2,0,0,0,39.82,1363532400,47.64,1363557600,34.51,1363586400,41.85,1363557600,35.48,0.76,6.98,194,10,0.74,1020.59,NA,NA
"77","2013-03-18",1190.5,1363590000,"Windy in the morning.","wind",1363616214,1363659622,0.24,7e-04,0.0159,1,40.82,1363593600,50.75,1363644000,33.16,1363611600,50.75,1363644000,36.75,0.74,5.32,189,9.88,0.7,1022.25,1363651200,"rain"
"78","2013-03-19",1156,1363676400,"Rain in the evening.","rain",1363702492,1363746108,0.27,0.0108,0.0819,1,39.84,1363698000,50.91,1363730400,34.95,1363694400,50.91,1363730400,36.78,0.77,2.45,81,9.5,0.53,1015.68,1363752000,"rain"
"79","2013-03-20",753.5,1363762800,"Windy until evening, with rain until afternoon.","rain",1363788769,1363832593,0.31,0.0262,0.1078,1,41.82,1363842000,51.54,1363795200,35.83,1363845600,51.54,1363795200,41.69,0.83,14,189,8.99,0.76,1003.21,1363766400,"rain"
"80","2013-03-21",962,1363849200,"Light rain in the afternoon.","rain",1363875046,1363919079,0.34,0.0031,0.0359,1,37.23,1363932000,46.2,1363896000,30.99,1363928400,42.74,1363896000,34.74,0.79,5.14,195,9.61,0.93,1020.92,1363906800,"rain"
"81","2013-03-22",931,1363935600,"Mostly cloudy until afternoon.","partly-cloudy-day",1363961323,1364005564,0.37,0,0,0,36.55,1363964400,46.11,1363996800,30.65,1363946400,43.67,1363996800,32.75,0.77,0.59,124,10,0.53,1026.32,NA,NA
"82","2013-03-23",876,1364022000,"Clear throughout the day.","clear-day",1364047600,1364092049,0.41,0,0,0,36.19,1364047200,48.94,1364083200,31.32,1364047200,47.25,1364083200,30.01,0.65,1.35,142,10,0.05,1028.42,NA,NA
"83","2013-03-24",692.5,1364108400,"Mostly cloudy starting in the afternoon.","partly-cloudy-day",1364133878,1364178534,0.44,0,0,0,36.09,1364130000,52.33,1364169600,34.43,1364126400,52.33,1364169600,31.69,0.65,1.28,8,10,0.46,1023.94,NA,NA
"84","2013-03-25",1579.5,1364194800,"Mostly cloudy in the evening.","partly-cloudy-day",1364220155,1364265019,0.48,0,0,0,40.65,1364220000,55.61,1364263200,37.24,1364220000,55.61,1364263200,33.55,0.57,3.96,348,10,0.35,1017.37,NA,NA
"85","2013-03-26",1507.5,1364281200,"Mostly cloudy until afternoon.","partly-cloudy-day",1364306432,1364351503,0.51,0,0,0,46.59,1364310000,54.44,1364349600,43.63,1364299200,54.44,1364349600,41.24,0.71,3.64,353,9.98,0.81,1015.64,NA,NA
"86","2013-03-27",1308.5,1364367600,"Mostly cloudy throughout the day.","partly-cloudy-day",1364392710,1364437988,0.54,8e-04,0.0181,1,47.41,1364400000,53.41,1364428800,42.48,1364400000,53.41,1364428800,43.82,0.81,3.64,356,9.89,0.85,1015.01,1364425200,"rain"
"87","2013-03-28",1353,1364454000,"Light rain in the morning.","rain",1364478987,1364524473,0.58,0.002,0.0241,1,46.01,1364461200,59.22,1364515200,44.55,1364464800,59.22,1364515200,46.5,0.86,0.91,1,9.61,0.65,1018.43,1364479200,"rain"
"88","2013-03-29",1603.5,1364540400,"Overcast in the morning.","partly-cloudy-night",1364565265,1364610957,0.61,2e-04,0.0059,0.59,46.94,1364558400,58.44,1364601600,45.5,1364565600,58.44,1364601600,47.27,0.85,3.74,2,10,0.34,1023.4,1364576400,"rain"
"89","2013-03-30",1248.5,1364626800,"Clear throughout the day.","clear-day",1364651543,1364697442,0.64,0,0,0,44.61,1364652000,60.36,1364688000,39.97,1364652000,60.36,1364688000,46.95,0.84,7.8,355,9.78,0,1022.72,NA,NA
"90","2013-03-31",1181.5,1364713200,"Clear throughout the day.","clear-day",1364737821,1364783927,0.68,0,0,0,47.7,1364738400,62.15,1364781600,46.08,1364738400,62.15,1364781600,45.5,0.72,6.08,352,9.98,0,1016.2,NA,NA
"91","2013-04-01",1624,1364799600,"Mostly cloudy until afternoon.","partly-cloudy-day",1364824100,1364870411,0.71,0,0,0,48.6,1364814000,60.01,1364864400,45.06,1364814000,60.01,1364864400,47.83,0.84,7.91,183,9.8,0.59,1018.52,NA,NA
"92","2013-04-02",1643.5,1364886000,"Overcast throughout the day.","partly-cloudy-day",1364910379,1364956896,0.75,0,0,0,49.66,1364911200,56.49,1364947200,46.4,1364904000,56.49,1364947200,47.14,0.84,5.57,175,10,0.96,1022.42,NA,NA
"93","2013-04-03",1743,1364972400,"Clear throughout the day.","clear-day",1364996658,1365043380,0.78,0.0011,0.0259,1,47.1,1364997600,55.49,1365026400,45.7,1364990400,55.49,1365026400,47.23,0.86,3.58,347,9.73,0.43,1019.99,1365033600,"rain"
"94","2013-04-04",1003.5,1365058800,"Light rain starting in the afternoon.","rain",1365082938,1365129865,0.81,0.01,0.0441,1,48.91,1365087600,56.8,1365130800,46.42,1365087600,56.8,1365130800,49.19,0.91,1,191,8.27,0.94,1008.27,1365112800,"rain"
"95","2013-04-05",921,1365145200,"Rain in the morning and in the evening.","rain",1365169218,1365216350,0.85,0.0192,0.0763,1,49.77,1365220800,55.75,1365202800,46.37,1365220800,55.75,1365202800,49.99,0.91,12.27,186,8.88,0.97,1009.89,1365159600,"rain"
"96","2013-04-06",394.5,1365231600,"Rain throughout the day.","rain",1365255498,1365302834,0.88,0.022,0.1253,1,46.66,1365278400,51.11,1365246000,41.09,1365253200,51.11,1365246000,45.84,0.9,11.76,178,9.13,0.93,1010.89,1365253200,"rain"
"97","2013-04-07",288.5,1365318000,"Rain until evening.","rain",1365341779,1365389319,0.92,0.028,0.1194,1,41.54,1365343200,49.48,1365379200,35.45,1365343200,48.18,1365379200,42.56,0.93,1.33,111,8,1,1006.41,1365339600,"rain"
"98","2013-04-08",1344.5,1365404400,"Light rain in the morning.","rain",1365428061,1365475804,0.95,0.0015,0.0119,1,43.05,1365408000,53.63,1365462000,39.08,1365415200,53.63,1365462000,43.92,0.87,5.07,174,9.95,0.9,1019.55,1365418800,"rain"
"99","2013-04-09",1450,1365490800,"Mostly cloudy throughout the day.","partly-cloudy-day",1365514343,1365562288,0.98,0,0,0,45.12,1365512400,54,1365552000,40.71,1365512400,54,1365552000,43.53,0.81,7.9,173,10,0.79,1026.23,NA,NA
"100","2013-04-10",1056.5,1365577200,"Rain in the morning.","rain",1365600626,1365648773,0.02,0.0079,0.0741,1,49.28,1365660000,57.03,1365634800,45.56,1365660000,57.03,1365634800,46.16,0.79,9.03,171,9.16,0.86,1019.47,1365613200,"rain"
"101","2013-04-11",1249.5,1365663600,"Rain until afternoon.","rain",1365686909,1365735258,0.05,0.0046,0.0537,1,44.7,1365696000,51.03,1365721200,41.71,1365678000,51.03,1365721200,41.26,0.78,0.77,108,9.47,0.92,1024.9,1365703200,"rain"
"102","2013-04-12",1022.5,1365750000,"Light rain and breezy starting in the afternoon.","rain",1365773193,1365821743,0.09,0.0066,0.0359,1,42.82,1365778800,47.05,1365750000,37.53,1365825600,46.27,1365750000,40.27,0.85,8.05,176,8.81,0.7,1014.97,1365804000,"rain"
"103","2013-04-13",423,1365836400,"Rain in the evening.","rain",1365859478,1365908228,0.12,0.0145,0.1335,1,40,1365858000,48.03,1365897600,33.64,1365858000,48.03,1365897600,38.39,0.82,7.2,186,9.61,0.91,1012.42,1365904800,"rain"
"104","2013-04-14",732,1365922800,"Overcast in the morning.","partly-cloudy-day",1365945763,1365994713,0.15,0.0065,0.0603,1,40.46,1365937200,51.6,1365984000,37.22,1365940800,51.6,1365984000,39.26,0.81,1.29,205,9.53,0.79,1015.6,1365926400,"rain"
